CHILDID,DOBMM,DOBDD,DOBYY,GENDER,RACE,R1_KAGE,C1R4RSCL,C1R4MSCL,C5R4RSCL,C5R4MSCL,P1HMAFB,WKSESL,P1WICMOM,P1WICCHD
0023020C,12,13,1992,1,1,71.0,32.17,22.81,124.51,82.18,24,0.5,2,2
0023021C,9,4,1993,2,1,62.17,28.94,22.07,119.18,89.24,21,-0.38,2,2
0023022C,3,31,1993,2,1,67.4,37.57,28.57,110.58,110.71,25,0.01,2,2
0023023C,3,25,1993,2,1,67.6,28.89,31.42,137.3,102.77,NA,NA,NA,NA
0023024C,8,4,1993,2,1,-9.0,NA,NA,76.53,50.51,25,-0.67,1,1
0023025C,6,17,1993,1,1,64.83,22.44,12.99,62.05,77.42,NA,NA,NA,NA
0023026C,3,24,1993,1,1,67.63,32.31,21.61,NA,NA,-1,-0.02,-1,1
0024001C,3,10,1993,2,1,NA,NA,NA,160.48,108.35,NA,0.1,NA,NA
0024002C,5,31,1992,1,1,NA,NA,NA,133.99,104.24,NA,-0.15,NA,NA
0024003C,4,5,1993,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0024004C,8,18,1992,1,1,NA,NA,NA,164.88,132.43,NA,0.99,NA,NA
0024005C,5,10,1992,1,1,NA,NA,NA,182.59,134.8,NA,2.2,NA,NA
0024006C,3,4,1993,1,1,NA,NA,NA,NA,NA,NA,1.69,NA,NA
0024007C,6,30,1993,1,1,NA,NA,NA,164.46,113.17,NA,1.72,NA,NA
0024009C,3,5,1993,1,1,NA,NA,NA,NA,NA,NA,-0.18,NA,NA
0024010C,4,19,1992,1,1,NA,NA,NA,NA,NA,NA,-0.3,NA,NA
0024011C,5,11,1993,2,1,NA,NA,NA,128.21,94.18,NA,NA,NA,NA
0024013C,1,6,1992,1,1,NA,NA,NA,NA,NA,NA,0.97,NA,NA
0024014C,11,9,1992,2,1,NA,NA,NA,NA,NA,NA,0.59,NA,NA
0024015C,12,9,1992,1,1,NA,NA,NA,NA,NA,NA,0.29,NA,NA
0024016C,9,16,1992,2,1,NA,NA,NA,166.22,91.91,NA,2.45,NA,NA
0024017C,11,18,1992,2,3,NA,NA,NA,NA,NA,NA,-0.23,NA,NA
0024018C,9,20,1993,2,1,NA,NA,NA,162.85,129.98,NA,2.13,NA,NA
0024019C,2,19,1993,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0024020C,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA
0025001C,11,13,1993,1,3,60.03,32.58,34.27,168.64,127.23,29,2.0,2,2
0025002C,6,18,1993,1,1,64.97,23.35,19.63,NA,NA,21,-0.74,1,1
0025003C,8,10,1993,2,1,63.2,39.88,31.7,165.89,123.09,25,-0.04,2,1
0025004C,10,22,1992,1,1,72.93,34.02,29.14,NA,NA,27,-0.44,2,2
0025005C,10,18,1992,2,1,73.07,41.63,25.64,128.02,114.6,23,1.17,2,2
0025006C,1,19,1993,1,1,70.0,23.62,11.48,-9.0,-9.0,25,-0.9,1,1
0025007C,6,26,1993,1,1,64.7,27.4,12.56,87.44,62.86,20,-0.22,1,1
0025009C,7,20,1993,2,8,64.27,27.84,20.8,95.65,80.13,20,-0.58,1,1
0025011C,4,21,1993,2,1,66.93,26.9,20.3,108.52,104.61,23,-0.39,1,1
0025012C,7,17,1993,1,1,64.0,32.31,19.6,NA,NA,-1,-0.8,-1,1
0025013C,11,2,1992,1,1,72.57,30.52,19.26,NA,NA,22,-0.1,2,2
0025014C,12,30,1992,2,1,70.63,37.34,27.47,146.25,73.63,22,0.01,1,1
0025015C,4,10,1993,1,1,67.27,45.32,26.76,NA,NA,16,0.09,2,2
0025016C,12,17,1992,2,1,71.07,36.37,35.99,167.21,100.73,20,-1.05,1,1
0025017C,10,6,1993,1,1,61.33,26.66,13.54,NA,NA,NA,-0.87,NA,NA
0025018C,9,30,1993,2,1,61.5,30.9,19.08,113.85,91.49,19,-0.2,2,2
0025019C,10,29,1992,2,1,72.7,31.31,22.03,NA,NA,NA,-1.15,NA,NA
0025020C,12,26,1992,2,1,70.8,34.69,22.84,146.12,62.92,22,-0.26,1,1
0025021C,2,18,1993,1,1,68.97,34.37,21.26,146.48,91.01,30,-0.43,2,2
0025022C,2,11,1993,1,3,69.23,24.84,18.09,126.14,83.54,20,-0.34,1,1
0025023C,3,17,1993,1,1,70.0,43.38,25.53,125.22,102.52,16,-1.44,1,1
0025024C,7,2,1993,2,1,64.53,22.24,13.59,70.06,44.76,19,-1.03,1,1
0026001C,4,7,1993,1,1,68.2,31.42,19.32,-9.0,104.27,27,0.42,2,2
0026002C,12,31,1992,1,1,71.4,27.3,17.3,98.91,89.24,26,0.04,2,2
0026003C,2,12,1993,2,3,69.97,37.77,31.04,NA,NA,24,0.21,2,2
0026004C,1,12,1993,1,1,71.03,30.62,31.14,NA,NA,20,-0.26,1,1
0026005C,10,31,1992,1,1,73.43,56.79,44.31,191.92,153.57,29,0.45,2,2
0026006C,11,29,1992,1,1,72.47,35.59,25.06,125.78,106.3,17,-0.53,1,2
0026007C,2,5,1993,1,1,70.2,32.59,20.41,93.87,76.94,34,0.57,2,2
0026008C,2,27,1993,2,1,69.5,47.45,29.58,146.85,117.16,37,0.61,2,2
0026009C,2,6,1993,1,1,70.17,35.25,44.77,NA,NA,30,0.91,2,2
0026010C,5,12,1993,1,1,67.03,36.84,32.84,127.47,112.18,-1,1.14,2,2
0026011C,5,29,1993,2,1,66.43,43.97,33.38,177.87,121.81,37,1.31,2,2
0026012C,5,4,1993,2,1,67.27,34.01,22.93,NA,NA,29,1.36,1,2
0026013C,5,14,1993,2,1,66.93,30.4,19.39,NA,NA,26,0.59,2,2
0026014C,5,14,1993,2,1,66.93,30.96,22.67,147.76,98.71,25,0.08,2,2
0026015C,3,17,1993,1,1,68.87,40.5,25.55,126.27,87.38,26,-0.6,2,2
0028001C,4,6,1993,2,8,67.5,34.4,21.34,106.22,83.63,24,0.68,2,2
0028002C,6,9,1993,2,1,65.37,49.97,41.16,148.81,118.71,30,2.45,2,2
0028003C,5,3,1993,1,1,66.6,32.28,24.84,114.74,115.88,28,0.16,2,2
0028004C,1,28,1993,1,1,69.77,36.13,26.83,169.8,104.1,21,-0.11,2,2
0028005C,9,30,1992,1,1,73.77,57.5,52.82,174.09,117.05,22,-0.57,2,2
0028006C,11,19,1992,2,1,72.1,45.39,30.27,150.75,89.11,32,1.39,2,2
0028007C,2,12,1993,1,1,69.27,28.87,33.97,140.13,113.28,26,1.27,2,2
0028008C,4,30,1993,2,1,66.7,32.41,19.8,103.77,78.76,21,-0.34,2,2
0028009C,4,12,1993,2,1,67.3,34.17,28.08,140.79,111.39,27,0.52,2,2
0028010C,12,25,1992,2,1,70.9,46.37,32.18,139.98,132.58,24,0.86,2,2
0028011C,8,6,1992,1,1,75.6,31.51,25.98,106.69,73.62,27,-0.39,2,2
0028012C,6,25,1993,2,1,64.83,54.1,42.62,181.14,122.57,30,1.53,2,2
0028013C,6,2,1993,2,1,65.6,33.51,29.43,165.66,113.35,37,1.3,2,2
0028014C,12,22,1992,2,1,71.0,46.28,31.02,160.73,102.3,23,-0.38,2,2
0029001C,3,16,1993,1,5,68.67,34.33,19.15,NA,NA,NA,NA,NA,NA
0029002C,12,13,1992,1,1,71.77,28.62,23.26,95.1,70.47,23,-0.17,2,2
0029003C,8,26,1993,1,1,63.23,22.68,21.59,110.97,97.07,20,0.2,2,2
0029004C,3,11,1993,2,1,68.87,46.56,39.05,158.57,126.62,36,0.7,2,2
0029005C,11,27,1992,2,1,72.3,35.37,29.98,NA,NA,21,0.8,2,2
0029006C,4,18,1992,1,1,79.0,31.5,20.2,78.12,-9.0,24,-0.06,1,1
0029007C,12,20,1992,1,1,71.53,27.36,20.39,125.12,104.25,22,-0.05,2,2
0029008C,9,7,1992,2,1,75.0,28.09,24.61,NA,NA,-1,-0.5,1,1
0029009C,7,10,1992,1,1,77.0,49.11,56.43,183.53,129.8,22,0.45,2,2
0029010C,8,10,1993,2,1,63.77,29.23,22.84,NA,NA,20,-0.43,2,1
0029012C,4,30,1992,1,1,79.0,32.66,28.95,164.33,127.18,24,0.88,2,2
0029013C,1,8,1993,1,1,70.9,26.97,20.2,147.85,89.4,23,0.08,2,2
0029014C,10,3,1992,1,1,75.07,29.01,20.14,-9.0,64.74,18,-0.16,-7,-7
0029015C,7,14,1993,2,1,64.67,36.81,25.69,NA,NA,NA,NA,NA,NA
0029016C,11,30,1992,1,1,72.23,28.72,32.66,133.42,120.7,18,-0.06,1,1
0029020C,10,28,1992,2,1,73.3,104.33,48.59,180.84,149.5,32,1.32,2,2
0029021C,8,14,1993,2,1,64.5,27.87,20.4,128.87,91.5,16,-0.47,1,1
0029022C,12,29,1992,1,1,71.23,25.03,14.78,70.06,60.47,21,-0.07,2,2
0029023C,6,12,1993,1,1,65.73,24.95,12.56,NA,NA,NA,NA,NA,NA
0029024C,7,23,1993,1,1,64.37,28.46,14.44,NA,NA,20,-0.64,1,1
0032001C,3,17,1993,1,5,69.03,46.28,28.55,NA,NA,27,0.66,2,2
0032002C,5,26,1993,2,5,66.7,85.2,37.88,166.98,120.19,-1,0.35,2,2
0032003C,3,1,1993,2,1,69.57,38.9,30.22,NA,NA,21,0.66,1,1
0032004C,2,17,1993,1,1,69.97,26.61,21.57,NA,NA,20,0.03,2,2
0032006C,12,11,1992,1,4,72.23,34.65,19.99,128.8,104.03,22,0.08,2,1
0032007C,1,28,1993,1,1,70.63,47.15,45.41,NA,NA,-1,0.25,2,2
0032008C,8,13,1993,1,1,64.1,39.84,35.77,150.82,117.3,29,0.71,2,2
0032009C,3,26,1993,2,1,68.97,34.78,22.34,NA,NA,22,-0.58,2,1
0032010C,4,30,1993,1,1,67.57,31.24,20.55,NA,NA,24,0.26,2,2
0032011C,6,28,1993,2,1,65.6,27.14,14.01,97.61,75.4,20,-0.69,1,1
0032012C,1,6,1993,1,1,71.37,31.59,29.4,NA,NA,27,0.17,2,2
0032013C,8,6,1993,2,1,64.3,31.3,21.83,124.96,88.53,19,-0.28,2,1
0032014C,4,16,1993,1,2,68.07,38.49,25.66,NA,NA,25,-0.26,2,2
0032015C,1,20,1993,2,1,70.9,36.72,28.62,NA,NA,27,-0.48,1,1
0032016C,11,1,1992,1,1,73.57,34.72,22.89,131.17,106.35,25,-0.51,1,1
0032017C,7,10,1993,1,2,65.2,31.63,20.17,125.46,103.86,16,-0.72,1,1
0032018C,6,3,1993,1,1,66.43,30.12,20.84,NA,NA,25,1.26,2,2
0032019C,8,7,1993,2,1,64.3,32.89,24.66,125.91,106.97,18,-0.95,1,1
0032020C,4,13,1992,1,2,79.0,39.31,20.78,NA,NA,26,0.06,1,1
0032021C,6,22,1993,1,1,65.8,34.43,27.47,NA,NA,30,-0.37,2,2
0032022C,7,10,1993,1,1,65.23,24.24,15.41,75.69,74.92,17,-0.63,2,1
0032023C,4,6,1993,2,1,68.4,37.11,23.86,NA,NA,19,0.2,1,1
0032024C,6,30,1993,1,1,65.57,43.26,28.67,147.2,102.55,35,-0.28,2,1
0032025C,6,3,1993,1,1,66.43,27.92,21.96,NA,NA,25,1.26,2,2
0033001C,4,24,1993,2,4,67.03,34.32,18.73,115.77,81.44,26,1.11,2,2
0033002C,11,2,1992,2,1,72.8,43.19,36.16,NA,NA,-1,1.54,2,2
0033003C,8,13,1993,2,1,63.33,31.44,25.78,144.04,99.36,27,1.08,2,2
0033004C,5,12,1993,1,1,66.43,32.08,16.05,NA,NA,24,0.7,2,2
0033005C,8,22,1993,1,1,63.03,27.53,21.62,128.66,101.64,21,0.39,2,2
0033006C,3,16,1993,2,1,68.33,31.96,24.64,146.29,106.85,30,0.07,2,2
0033007C,10,20,1992,1,1,73.3,31.84,21.12,126.26,72.44,17,0.12,1,1
0033008C,4,28,1993,2,1,66.9,43.87,29.62,157.94,113.64,21,-0.01,1,1
0033009C,6,3,1993,1,1,65.7,25.14,25.7,142.97,105.35,29,0.8,2,2
0033010C,4,4,1993,1,1,69.33,40.15,43.3,NA,NA,30,-0.11,2,1
0033011C,3,19,1993,2,1,68.23,30.14,21.92,145.4,132.36,24,-0.09,2,2
0033012C,12,30,1992,2,1,70.87,38.53,33.85,151.0,92.52,25,-0.35,2,2
0033013C,7,22,1993,1,3,64.13,23.78,19.71,161.06,86.86,18,-0.64,1,1
0033014C,12,4,1992,2,1,71.8,30.1,24.43,162.48,90.19,25,-0.46,1,1
0033015C,2,2,1993,2,1,70.53,47.79,38.4,173.09,130.89,31,0.84,2,2
0033016C,4,15,1993,2,1,67.4,31.73,28.7,151.38,118.33,25,0.14,2,2
0033017C,6,27,1993,1,1,64.9,29.7,15.23,119.48,95.19,26,0.44,2,2
0033018C,7,17,1993,1,1,64.23,29.69,22.45,162.13,130.06,33,0.35,2,2
0033020C,11,11,1992,2,1,72.5,35.34,27.93,145.19,140.91,30,0.2,2,2
0033021C,3,12,1993,2,1,68.47,38.64,32.42,150.64,138.07,29,0.61,2,2
0033022C,4,2,1993,1,1,67.77,26.79,19.72,90.76,61.51,26,-0.3,2,2
0033024C,3,24,1993,1,1,68.07,27.06,19.3,118.3,105.48,30,0.01,2,2
0034001C,5,22,1993,2,5,65.93,42.44,32.18,NA,NA,27,1.72,2,2
0034002C,12,21,1992,1,5,70.93,26.57,25.65,105.87,91.03,20,-0.93,1,1
0034003C,3,28,1993,2,5,67.73,25.1,19.41,146.75,118.04,23,-1.03,1,1
0034004C,10,9,1992,1,5,73.4,27.12,17.82,126.12,91.12,26,-0.58,1,1
0034005C,2,2,1993,2,5,69.53,27.9,21.25,107.42,84.15,27,0.23,1,1
0034006C,5,16,1993,2,2,66.07,32.07,14.36,113.58,90.73,23,1.76,2,1
0034007C,8,8,1993,1,4,63.27,30.76,19.84,NA,NA,-9,-0.6,2,1
0034008C,11,29,1992,2,2,71.67,43.02,34.22,NA,NA,18,-0.54,1,1
0034009C,9,9,1992,1,1,74.4,32.34,20.0,110.21,103.45,19,-0.41,1,1
0034010C,11,16,1992,1,2,72.1,27.24,15.62,NA,NA,20,-0.8,1,1
0034011C,6,3,1993,1,4,65.47,29.58,19.33,NA,NA,19,-0.31,1,1
0034012C,3,26,1993,1,8,67.8,26.18,17.17,130.89,76.78,19,-0.83,1,1
0034013C,7,1,1993,2,2,64.53,25.81,24.26,105.5,81.67,18,-0.65,1,1
0034014C,6,1,1993,1,2,-9.0,NA,NA,NA,NA,20,0.36,1,1
0034015C,2,16,1993,2,2,69.07,32.72,19.33,104.36,69.52,19,-0.51,1,1
0034016C,8,6,1993,1,4,63.37,33.99,22.32,110.91,112.84,24,-0.61,2,1
0034017C,12,30,1992,2,8,70.67,25.05,16.18,78.39,49.27,-1,-0.71,-1,1
0034018C,1,17,1993,2,2,70.07,26.14,25.11,86.35,53.44,23,-0.67,1,1
0034019C,12,14,1992,2,8,71.2,46.13,30.16,NA,NA,14,0.34,1,1
0034020C,7,26,1993,1,2,63.73,34.6,29.51,NA,NA,17,-0.36,1,1
0034021C,9,21,1992,2,4,74.0,29.5,19.26,NA,NA,24,-0.89,2,1
0034022C,6,26,1993,1,3,64.73,25.32,19.54,106.07,81.56,19,-0.51,1,1
0034023C,6,10,1993,2,1,65.27,44.29,30.03,152.53,89.05,23,-0.59,2,1
0034024C,8,29,1993,1,4,62.63,29.51,20.16,NA,NA,19,-0.26,2,1
0034025C,11,3,1992,2,2,72.6,41.29,26.05,NA,NA,NA,NA,NA,NA
0035001C,3,15,1993,2,2,68.7,-9.0,-9.0,NA,NA,17,-0.39,2,1
0035002C,1,24,1992,2,4,79.0,-9.0,-9.0,-9.0,-9.0,-1,0.21,-1,-8
0035003C,4,1,1992,1,1,79.0,27.32,14.54,67.15,-9.0,23,-0.59,2,-8
0035004C,6,26,1993,1,1,-9.0,NA,NA,NA,NA,25,0.31,2,2
0035005C,3,30,1993,1,1,68.2,-9.0,-9.0,-9.0,-9.0,19,-0.67,2,1
0035006C,9,18,1992,1,1,-9.0,NA,NA,NA,NA,-1,0.41,-1,2
0035007C,2,14,1993,1,1,69.67,-9.0,-9.0,NA,NA,30,-0.03,2,2
0035008C,3,10,1993,1,4,-9.0,NA,NA,NA,NA,19,-0.48,1,1
0035009C,10,28,1992,2,3,-9.0,NA,NA,-9.0,-9.0,23,-1.18,1,1
0035010C,12,30,1993,1,3,NA,NA,NA,NA,NA,NA,-0.67,NA,NA
0035011C,12,13,1992,1,2,79.0,-9.0,-9.0,NA,NA,24,-0.58,2,2
0035012C,6,14,1993,1,2,65.67,22.53,11.08,-9.0,-9.0,-1,1.85,-8,-8
0036001C,4,21,1993,1,5,67.87,35.86,22.4,90.48,77.85,NA,-0.75,NA,NA
0036002C,2,12,1993,1,4,70.2,-1.0,13.66,71.43,42.01,NA,0.11,NA,NA
0036003C,9,14,1993,1,2,63.07,-1.0,13.93,NA,NA,NA,NA,NA,NA
0036004C,12,3,1993,1,4,60.37,23.93,18.88,105.47,136.15,20,-0.97,1,1
0036005C,9,15,1993,1,1,63.03,26.86,18.81,NA,NA,NA,NA,NA,NA
0036006C,1,29,1992,1,1,79.0,25.46,15.17,56.03,66.38,23,-0.27,1,1
0036007C,4,13,1993,1,1,68.13,27.37,18.57,125.92,111.11,21,-0.26,2,2
0036008C,8,19,1993,2,1,63.9,27.89,22.38,153.73,123.58,30,-0.06,1,1
0036009C,11,9,1992,2,1,73.3,28.96,24.01,NA,NA,26,-0.32,2,2
0036010C,5,17,1993,2,2,67.0,29.09,16.4,86.64,74.85,18,-2.76,1,1
0036011C,6,17,1993,2,1,65.97,27.53,20.12,105.58,58.91,-1,0.02,2,1
0036012C,1,14,1992,1,1,79.0,29.41,22.46,89.32,88.2,15,-1.1,1,1
0036013C,8,8,1993,2,1,64.27,32.44,20.92,120.54,60.97,31,0.21,2,2
0036014C,9,3,1993,2,1,63.37,45.96,52.78,177.72,150.55,34,-0.33,2,2
0036015C,11,17,1993,2,1,60.87,28.0,26.15,NA,NA,21,-0.26,2,2
0036016C,11,1,1993,2,1,61.4,27.26,23.61,160.65,118.24,17,-0.68,1,1
0036017C,9,10,1993,2,1,63.13,30.9,21.88,137.27,129.47,23,-0.54,2,2
0036018C,3,26,1993,2,2,68.73,36.2,31.74,126.43,108.78,24,0.51,2,2
0036019C,7,24,1992,1,2,76.9,22.76,19.86,52.66,35.99,17,-0.43,1,1
0036020C,6,12,1993,1,7,66.13,39.85,24.22,NA,NA,17,-0.82,2,1
0036021C,8,5,1993,1,1,64.33,24.56,12.89,115.16,89.95,18,-1.07,2,2
0036022C,12,16,1993,1,4,59.9,22.51,15.74,102.89,55.14,18,-0.89,1,1
0036023C,4,19,1993,2,1,67.93,26.93,23.26,166.73,107.75,28,-0.47,2,1
0036024C,9,25,1993,2,1,62.67,26.15,19.17,103.01,59.5,NA,-0.75,NA,NA
0036040C,8,3,1992,1,3,NA,NA,NA,147.4,129.66,NA,NA,NA,NA
0037001C,9,25,1992,1,5,74.13,30.71,29.53,103.58,104.72,22,-0.68,2,2
0037002C,6,28,1993,1,5,64.93,34.23,34.08,NA,NA,22,-0.46,2,2
0037003C,1,5,1993,1,3,70.7,30.07,24.85,124.49,71.38,NA,NA,NA,NA
0037004C,12,30,1992,1,2,70.9,37.81,26.52,74.57,69.79,22,-0.97,1,1
0037005C,1,18,1993,2,2,70.27,45.86,32.98,125.38,97.01,17,-0.79,1,1
0037006C,8,29,1993,2,2,62.83,29.58,15.33,104.62,76.17,NA,-0.94,NA,NA
0037007C,12,30,1992,1,2,70.9,25.86,14.03,81.63,58.01,19,-0.26,1,1
0037008C,7,2,1993,2,2,64.77,26.95,18.42,106.55,75.78,18,-1.16,1,1
0037009C,9,22,1992,1,2,74.2,35.46,39.9,NA,NA,NA,-0.37,NA,NA
0037010C,1,20,1993,1,2,70.23,43.36,38.06,121.88,91.56,17,-0.29,-8,1
0037011C,3,8,1993,1,1,68.63,28.63,19.77,67.61,76.18,26,-0.74,1,1
0037012C,8,12,1992,1,4,75.6,-1.0,17.25,93.36,91.7,-1,-0.82,1,1
0037013C,10,10,1992,2,4,73.63,-1.0,21.1,103.19,78.3,24,-0.93,2,2
0037014C,2,9,1993,1,1,69.57,26.69,18.27,92.95,85.66,18,-0.23,1,1
0037015C,3,3,1993,2,2,68.83,28.78,21.37,NA,NA,-1,-0.22,-1,1
0037016C,7,27,1993,1,2,63.93,28.56,12.57,104.28,78.1,22,-0.32,2,1
0037017C,1,6,1993,1,2,70.7,35.32,24.81,NA,NA,31,-0.73,1,1
0037018C,5,24,1993,1,2,66.1,30.53,26.74,110.69,93.13,27,-0.68,1,2
0037019C,1,3,1993,1,2,70.8,28.24,14.35,86.91,76.13,23,-0.81,1,1
0037020C,5,19,1993,1,2,66.27,39.32,17.66,122.09,82.09,21,-1.24,1,1
0037021C,10,27,1992,2,2,73.07,43.19,32.63,164.69,126.17,-1,0.18,2,1
0037022C,10,8,1992,1,1,73.7,28.97,19.78,NA,NA,17,-0.36,1,1
0037023C,7,21,1993,2,4,64.13,-1.0,25.12,109.15,93.48,22,-0.21,1,1
0037024C,8,8,1993,2,4,63.53,-1.0,23.87,109.84,80.87,24,-0.43,1,1
0037025C,8,29,1993,2,2,63.27,25.24,18.51,86.18,82.11,NA,-0.94,NA,NA
0037040C,7,28,1992,1,2,NA,NA,NA,104.65,79.06,NA,NA,NA,NA
0037042C,9,7,1992,2,2,NA,NA,NA,88.04,72.99,NA,NA,NA,NA
0037043C,3,11,1992,1,3,NA,NA,NA,90.41,74.76,NA,NA,NA,NA
0037044C,8,8,1992,1,2,NA,NA,NA,106.16,83.42,NA,NA,NA,NA
0038001C,7,14,1993,2,2,64.9,24.19,16.19,NA,NA,18,-0.05,2,2
0038002C,10,26,1992,1,1,73.6,35.46,28.52,NA,NA,19,-0.36,2,2
0038003C,2,6,1993,1,4,70.17,29.14,12.39,86.06,58.37,29,-0.49,1,1
0038004C,9,8,1992,1,2,75.2,77.6,42.97,162.86,130.51,23,0.6,2,1
0038005C,7,12,1993,2,1,64.97,28.21,23.41,NA,NA,23,-0.6,2,1
0038007C,11,26,1992,1,1,72.57,-1.0,-1.0,NA,NA,-9,-0.44,-9,-9
0038008C,10,30,1992,1,4,73.47,29.28,18.43,68.52,76.37,21,-0.8,1,1
0038009C,6,22,1993,2,4,65.63,31.48,18.75,106.06,72.6,22,0.03,2,1
0038010C,6,7,1993,2,2,66.13,27.19,24.03,106.53,69.91,32,0.07,1,-8
0038011C,3,4,1993,1,8,69.33,32.05,29.53,NA,NA,22,-0.57,2,1
0038012C,1,21,1993,2,1,70.73,33.59,24.03,125.74,60.31,26,0.37,2,2
0038013C,6,7,1992,1,1,78.33,34.76,24.13,NA,NA,NA,NA,NA,NA
0038014C,3,14,1993,2,4,68.97,39.25,32.74,NA,NA,25,-0.17,1,1
0038015C,1,22,1993,1,2,70.7,37.89,29.1,127.11,74.13,32,0.05,1,1
0038016C,10,10,1992,2,1,74.13,39.0,23.49,86.82,67.88,22,0.23,1,1
0038017C,10,5,1992,2,1,74.33,31.56,35.65,125.17,105.44,28,0.04,2,2
0038018C,3,22,1993,2,4,68.73,26.9,22.59,102.19,88.21,19,-0.71,1,1
0038019C,1,21,1993,1,2,70.73,46.62,30.87,157.11,122.25,25,0.25,2,2
0038020C,6,12,1993,1,1,66.0,25.28,21.28,132.74,132.73,29,-0.28,1,1
0038021C,1,21,1993,1,1,70.7,46.02,41.32,NA,NA,25,0.09,2,2
0038022C,1,13,1993,1,3,71.0,-1.0,-1.0,110.25,103.18,NA,-0.27,NA,NA
0038023C,6,8,1993,2,1,66.13,-1.0,-1.0,89.14,61.77,NA,-0.45,NA,NA
0038024C,2,1,1993,2,1,70.37,-1.0,-1.0,102.88,63.72,22,-0.58,1,1
0039001C,10,15,1993,1,1,62.07,46.47,33.15,167.82,121.65,28,1.6,2,2
0039002C,12,20,1992,1,1,72.03,60.07,49.5,152.72,142.96,29,1.56,2,2
0039003C,11,12,1992,2,1,73.3,50.99,51.99,180.08,122.76,27,1.22,2,2
0039004C,12,23,1992,2,1,72.03,77.58,44.95,176.48,114.63,23,0.69,2,2
0039005C,9,9,1993,1,1,63.37,40.64,43.62,101.48,99.71,35,0.83,2,2
0039006C,8,13,1993,1,1,64.27,41.93,32.88,126.2,130.95,36,1.19,2,2
0039007C,12,3,1992,1,1,72.6,50.15,40.67,129.63,128.96,37,0.32,2,2
0039008C,9,16,1993,1,1,63.03,42.85,20.53,85.46,65.79,30,0.93,2,2
0039010C,8,29,1992,1,1,75.8,34.0,30.24,146.62,113.7,-1,1.01,-1,2
0039011C,10,21,1993,1,1,61.87,38.92,49.44,NA,NA,33,0.83,2,2
0039012C,10,2,1993,1,1,62.5,54.06,39.76,159.58,147.02,29,1.48,2,2
0039013C,11,7,1993,1,1,61.3,32.29,27.64,146.36,124.39,28,1.2,2,2
0039014C,7,26,1993,1,1,64.77,39.88,33.46,NA,NA,26,1.01,2,2
0039015C,1,14,1993,2,1,71.2,102.2,53.24,178.69,130.78,29,1.63,2,2
0039016C,1,20,1993,1,1,71.13,50.82,36.01,185.46,140.43,33,1.06,2,2
0039017C,5,19,1993,1,1,67.03,34.02,23.41,75.66,74.86,26,0.86,2,2
0039018C,12,24,1992,1,1,72.0,44.02,35.62,NA,NA,38,0.98,2,2
0039019C,4,11,1993,2,1,68.3,42.84,33.18,122.95,95.05,29,0.83,2,2
0039020C,2,19,1993,2,1,70.0,49.85,30.97,NA,NA,32,0.71,2,2
0039021C,7,28,1993,2,1,64.7,42.55,31.15,107.33,84.33,-1,1.49,-1,2
0039022C,11,29,1992,1,1,72.83,51.01,32.69,174.98,109.31,33,1.01,2,2
0039023C,9,12,1993,1,1,63.17,47.25,33.03,NA,NA,30,1.09,2,2
0039024C,3,14,1993,2,1,69.33,63.6,58.09,175.63,147.23,28,1.32,2,2
0040001C,12,3,1992,1,5,71.63,87.29,50.96,NA,NA,NA,NA,NA,NA
0040002C,12,9,1992,1,1,71.43,37.24,18.72,127.38,116.29,26,0.21,2,2
0040003C,5,6,1993,2,1,66.63,-1.0,-1.0,NA,NA,17,-0.87,2,2
0040004C,11,8,1992,2,2,72.47,38.77,26.72,126.38,78.15,NA,NA,NA,NA
0040005C,11,21,1992,1,1,72.03,37.37,35.42,130.61,126.69,27,0.14,2,2
0040007C,5,10,1993,1,2,66.5,41.47,34.76,155.69,122.59,15,-0.09,2,2
0040008C,11,27,1992,2,1,71.97,-1.0,-1.0,NA,NA,NA,NA,NA,NA
0040009C,10,6,1992,2,1,73.7,-1.0,-1.0,126.09,90.66,26,0.13,2,2
0040010C,7,19,1993,2,1,64.03,-1.0,-1.0,147.75,104.7,NA,-0.46,NA,NA
0040011C,9,23,1992,1,1,74.13,34.6,27.98,127.03,109.04,NA,-1.03,NA,NA
0040012C,3,23,1993,1,1,68.1,-1.0,-1.0,146.48,89.33,NA,0.18,NA,NA
0040013C,1,9,1993,1,1,70.53,-1.0,-1.0,144.87,103.7,NA,0.98,NA,NA
0040014C,11,17,1992,2,3,72.17,41.21,30.21,130.08,79.97,NA,NA,NA,NA
0040015C,10,1,1992,2,4,73.73,-1.0,25.18,102.01,67.09,19,-0.94,1,1
0040016C,4,5,1993,2,4,67.53,-1.0,20.35,125.09,87.56,NA,-1.12,NA,NA
0040017C,9,3,1992,2,4,74.67,33.67,20.52,127.23,89.64,15,-0.55,1,1
0040018C,4,9,1993,2,4,67.4,44.25,27.34,180.63,132.66,21,0.33,2,2
0040019C,3,24,1993,2,4,67.93,-1.0,29.86,105.58,89.71,20,0.32,2,2
0040020C,8,18,1993,2,4,63.07,-1.0,26.75,117.19,89.52,23,-0.59,1,1
0040021C,3,8,1993,1,4,68.47,-1.0,15.52,55.69,62.49,NA,-0.27,NA,NA
